"327",305953,"19 Ascog Road Ravensbourne Dunedin 9022"
"328",305954,"17 Ascog Road Ravensbourne Dunedin 9022"
"329",305955,"15 Ascog Road Ravensbourne Dunedin 9022"
"330",305956,"13 Ascog Road Ravensbourne Dunedin 9022"
"331",305957,"55 Totara Street Ravensbourne Dunedin 9022"
"332",305958,"53 Totara Street Ravensbourne Dunedin 9022"
"333",305959,"1 Seddon Street Ravensbourne Dunedin 9022"
"334",305960,"5 Oswald Close Warrawee NSW 2074 AUSTRALIA"
"335",305961,"16 Burkes Drive Ravensbourne Dunedin 9022"
"336",305962,"45 Totara Street Ravensbourne Dunedin 9022"
"337",305964,"43 Totara Street Ravensbourne Dunedin 9022"
"338",305965,"16 Athol Place Ravensbourne Dunedin 9022"
"339",305966,"18 Athol Place Ravensbourne Dunedin 9022"
"340",305967,"43 Totara Street Ravensbourne Dunedin 9022"
"341",305968,"22 Royal Terrace Dunedin 9016"
"342",305969,"28 Athol Place Ravensbourne Dunedin 9022"
"343",305970,"30 Athol Place Ravensbourne Dunedin 9022"
"344",305971,"43 Totara Street Ravensbourne Dunedin 9022"
"345",305972,"72 Manapouri Street Ravensbourne Dunedin 9022"
"346",305973,"7 Seddon Street Ravensbourne Dunedin 9022"
"347",305974,"5 Seddon Street Ravensbourne Dunedin 9022"
"348",305975,"3 Seddon Street Ravensbourne Dunedin 9022"
"349",305977,"7 Babsie Road Ravensbourne Dunedin 9022"
"350",305978,"5 Babsie Road Ravensbourne Dunedin 9022"
"351",305979,"135 Manapouri Street Maia Dunedin 9022"
"352",305980,"PO Box 114 Dunedin 9054"
"353",305981,"2/87 McLachlan Avenue Darlinghurst NSW 2010 AUSTRALIA"
"354",305982,"125 Manapouri Street Maia Dunedin 9022"
"355",305983,"C/O Counter Delivery Karitane PostCentre Karitane 9440"
"356",305984,"119A Manapouri Street Maia Dunedin 9022"
"357",305985,"119 Manapouri Street Maia Dunedin 9022"
"358",305986,"Riverside Trust 117 Manapouri Street Maia Dunedin 9022"
"359",305987,"121 Manapouri Street Maia Dunedin 9022"
"360",305988,"111 Manapouri Street Maia Dunedin 9022"
"361",305989,NA
"362",305990,"107 Manapouri Street Maia Dunedin 9022"
"363",305991,"105 Manapouri Street Maia Dunedin 9022"
"364",305992,"103 Manapouri Street Maia Dunedin 9022"
"365",305993,"Sturmer Trust 101 Manapouri Street Maia Dunedin 9022"
"366",305994,"99 Manapouri Street Maia Dunedin 9022"
"367",305995,"C/O Mr T and Mrs L J Waterhouse 97 Manapouri Street Maia Dunedin 9022"
"368",305996,"95 Manapouri Street Maia Dunedin 9022"
"369",305997,"93 Manapouri Street Maia Dunedin 9022"
"370",305998,"91 Manapouri Street Maia Dunedin 9022"
"371",305999,"91 Manapouri Street Maia Dunedin 9022"
"372",306002,"3 Wilkinson Street Alice Springs NT 0870 AUSTRALIA"
"373",306003,"24 Luke Street Dunedin 9013"
"374",306004,"A P and A C McLellan Family Trust 67 Manapouri Street Ravensbourne Dunedin 9022"
"375",306005,"52 Kauri Street Ravensbourne Dunedin 9022"
"376",306006,"69 Fairview Road RD 2 Timaru 7972"
"377",306007,"68 Ellesmere Street Ravensbourne Dunedin 9022"
"378",306008,"48 Kauri Street Ravensbourne Dunedin 9022"
"379",306009,"Erewhon 372A Kakapo Road RD 2 Te Anau 9672"
"380",306010,"116 McLennan Road RD 2 Wanaka 9382"
"381",306011,"69 Kauri Street Ravensbourne Dunedin 9022"
"382",306012,"827 Princes Highway Mogo NSW 2536 AUSTRALIA"
"383",306013,"53 Kauri Street Ravensbourne Dunedin 9022"
"384",306014,"49 Kauri Street Ravensbourne Dunedin 9022"
"385",306015,"55 Ellesmere Street Ravensbourne Dunedin 9022"
"386",306016,"Michael and Tracey Westenra Family Trust 53 Ellesmere Street Ravensbourne Dunedin 9022"
"387",306017,"51 Ellesmere Street Ravensbourne Dunedin 9022"
"388",306018,"49 Ellesmere Street Ravensbourne Dunedin 9022"
